alarm_time,incident_type,description,response_time
2009-06-12 11:03:30 UTC,550,Public service assistance  Other,0.4
2009-06-11 16:54:00 UTC,600,Good intent call  Other,1.0
2009-06-11 10:43:00 UTC,311,Medical assist  assist EMS crew,3.0
2009-06-11 07:32:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2009-06-09 21:53:40 UTC,300,Rescue  EMS incident  other,5.7
2009-06-09 19:35:12 UTC,300,Rescue  EMS incident  other,1.58
2009-06-09 11:19:12 UTC,561,Unauthorized burning,0.4
2009-06-09 10:50:00 UTC,300,Rescue  EMS incident  other,3.0
2009-06-09 09:40:00 UTC,600,Good intent call  Other,1.0
2009-06-09 06:20:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-06-08 22:08:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-06-08 18:22:34 UTC,321,EMS call  excluding vehicle accident with injury,1.5
2009-06-08 15:10:14 UTC,322,Motor vehicle accident with injuries,0.93
2009-06-07 18:25:38 UTC,111,Building fire,10.97
2009-06-06 12:24:06 UTC,300,Rescue  EMS incident  other,0.22
2009-06-06 09:31:34 UTC,300,Rescue  EMS incident  other,3.72
2009-06-05 23:22:00 UTC,311,Medical assist  assist EMS crew,5.0
2009-06-05 22:21:45 UTC,111,Building fire,17.57
2009-06-05 18:36:43 UTC,311,Medical assist  assist EMS crew,10.6
2009-06-04 00:53:52 UTC,300,Rescue  EMS incident  other,10.6
2009-06-03 20:38:18 UTC,300,Rescue  EMS incident  other,5.8
2009-06-03 07:17:04 UTC,111,Building fire,2.27
2009-06-02 12:25:00 UTC,321,EMS call  excluding vehicle accident with injury,7.17
2009-06-01 18:07:00 UTC,321,EMS call  excluding vehicle accident with injury,2.63
2009-06-01 16:09:00 UTC,321,EMS call  excluding vehicle accident with injury,5.48
2009-06-01 13:33:29 UTC,321,EMS call  excluding vehicle accident with injury,4.88
2009-05-30 14:33:00 UTC,622,No Incident found on arrival at dispatch address,1.0
2009-05-28 14:52:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-05-26 16:20:56 UTC,553,Public service,0.4
2009-05-26 14:59:55 UTC,321,EMS call  excluding vehicle accident with injury,2.77
2009-05-26 13:48:59 UTC,321,EMS call  excluding vehicle accident with injury,2.4
2009-05-26 11:04:33 UTC,321,EMS call  excluding vehicle accident with injury,2.07
2009-05-25 13:56:58 UTC,300,Rescue  EMS incident  other,5.28
2009-05-24 23:10:00 UTC,142,Brush or brush-and-grass mixture fire,6.0
2009-05-24 20:51:00 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2009-05-24 16:35:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2009-05-24 00:15:00 UTC,321,EMS call  excluding vehicle accident with injury,5.02
2009-05-23 10:42:00 UTC,322,Motor vehicle accident with injuries,2.45
2009-05-22 22:21:00 UTC,551,Assist police or other governmental agency,8.0
2009-05-22 20:32:30 UTC,300,Rescue  EMS incident  other,7.25
2009-05-22 18:09:09 UTC,300,Rescue  EMS incident  other,0.4
2009-05-20 22:26:00 UTC,322,Motor vehicle accident with injuries,2.42
2009-05-20 17:57:30 UTC,324,Motor Vehicle Accident with no injuries,0.4
2009-05-20 09:47:54 UTC,700,False alarm or false call  Other,2.1
2009-05-19 01:34:00 UTC,311,Medical assist  assist EMS crew,2.0
2009-05-18 18:34:00 UTC,140,Natural vegetation fire  Other,0.17
2009-05-16 23:09:19 UTC,356,High-angle rescue,33.57
2009-05-15 05:31:29 UTC,321,EMS call  excluding vehicle accident with injury,2.75
2009-05-14 04:08:58 UTC,324,Motor Vehicle Accident with no injuries,1.03
2009-05-12 16:42:00 UTC,311,Medical assist  assist EMS crew,4.0
2009-05-11 19:46:00 UTC,321,EMS call  excluding vehicle accident with injury,1.88
2009-05-11 12:54:17 UTC,111,Building fire,3.03
2009-05-08 00:22:22 UTC,745,Alarm system activation  no fire - unintentional,3.28
2009-05-06 10:19:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2009-05-05 19:09:00 UTC,100,Fire  Other,15.0
2009-05-04 21:20:43 UTC,300,Rescue  EMS incident  other,5.85
2009-05-04 08:36:15 UTC,300,Rescue  EMS incident  other,8.53
2009-05-04 08:20:37 UTC,322,Motor vehicle accident with injuries,0.97
2009-05-03 11:24:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2009-05-02 11:38:15 UTC,321,EMS call  excluding vehicle accident with injury,7.12
2009-05-02 08:16:00 UTC,100,Fire  Other,6.9
2009-05-01 13:37:46 UTC,300,Rescue  EMS incident  other,6.63
2009-05-01 00:39:32 UTC,311,Medical assist  assist EMS crew,6.47
2009-04-30 17:20:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-04-30 06:40:00 UTC,322,Motor vehicle accident with injuries,3.0
2009-04-27 16:10:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-04-27 11:35:00 UTC,150,Outside rubbish fire  Other,5.0
2009-04-27 07:46:00 UTC,622,No Incident found on arrival at dispatch address,10.0
2009-04-26 20:50:00 UTC,322,Motor vehicle accident with injuries,4.43
2009-04-26 15:34:31 UTC,140,Natural vegetation fire  Other,5.15
2009-04-26 15:13:31 UTC,671,HazMat release investigation w/no HazMat,2.33
2009-04-26 10:10:33 UTC,322,Motor vehicle accident with injuries,4.18
2009-04-26 04:23:02 UTC,111,Building fire,7.97
2009-04-25 14:11:11 UTC,300,Rescue  EMS incident  other,2.33
2009-04-25 10:56:24 UTC,300,Rescue  EMS incident  other,4.12
2009-04-25 08:56:14 UTC,400,Hazardous condition  Other,0.4
2009-04-24 22:18:00 UTC,150,Outside rubbish fire  Other,7.0
2009-04-23 15:01:33 UTC,321,EMS call  excluding vehicle accident with injury,2.48
2009-04-23 12:56:30 UTC,553,Public service,0.4
2009-04-23 12:37:27 UTC,321,EMS call  excluding vehicle accident with injury,7.08
2009-04-23 07:44:00 UTC,321,EMS call  excluding vehicle accident with injury,1.93
2009-04-22 09:00:53 UTC,553,Public service,6.12
2009-04-18 19:45:00 UTC,322,Motor vehicle accident with injuries,4.0
2009-04-18 10:32:00 UTC,1641,Outside fence fire,5.85
2009-04-17 23:28:00 UTC,162,Outside equipment fire,3.0
2009-04-17 22:55:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-04-17 17:48:59 UTC,321,EMS call  excluding vehicle accident with injury,3.1
2009-04-17 15:35:24 UTC,321,EMS call  excluding vehicle accident with injury,1.65
2009-04-16 23:11:28 UTC,300,Rescue  EMS incident  other,3.53
2009-04-15 15:26:00 UTC,322,Motor vehicle accident with injuries,0.5
2009-04-12 19:49:00 UTC,311,Medical assist  assist EMS crew,4.92
2009-04-12 17:58:37 UTC,321,EMS call  excluding vehicle accident with injury,0.38
2009-04-12 09:58:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-04-10 23:57:29 UTC,300,Rescue  EMS incident  other,2.63
2009-04-10 14:20:40 UTC,111,Building fire,4.42
2009-04-10 01:09:00 UTC,412,Gas leak (natural gas or LPG),7.0
2009-04-09 12:18:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-04-07 13:20:20 UTC,463,Vehicle accident  general cleanup,7.57
2009-04-04 14:45:54 UTC,631,Authorized controlled burning,3.15
2009-04-04 12:34:30 UTC,631,Authorized controlled burning,5.6
2009-04-02 16:58:00 UTC,142,Brush or brush-and-grass mixture fire,12.1
2009-04-02 05:00:32 UTC,324,Motor Vehicle Accident with no injuries,6.3
2009-03-31 19:25:05 UTC,321,EMS call  excluding vehicle accident with injury,2.03
2009-03-31 18:52:00 UTC,324,Motor Vehicle Accident with no injuries,2.0
2009-03-30 20:46:24 UTC,411,Gasoline or other flammable liquid spill,11.5
2009-03-30 18:32:27 UTC,900,Special type of incident  Other,4.55
2009-03-30 15:31:16 UTC,324,Motor Vehicle Accident with no injuries,0.37
2009-03-29 19:15:00 UTC,300,Rescue  EMS incident  other,6.0
2009-03-28 12:59:37 UTC,113,Cooking fire  confined to container,0.28
2009-03-27 19:25:00 UTC,321,EMS call  excluding vehicle accident with injury,2.83
2009-03-27 15:59:35 UTC,510,Person in distress  Other,7.47
2009-03-27 06:36:00 UTC,321,EMS call  excluding vehicle accident with injury,0.93
2009-03-26 17:46:06 UTC,300,Rescue  EMS incident  other,2.95
2009-03-26 10:22:00 UTC,300,Rescue  EMS incident  other,3.52
2009-03-26 09:41:10 UTC,900,Special type of incident  Other,0.4
2009-03-25 19:19:26 UTC,553,Public service,0.4
2009-03-25 06:05:06 UTC,324,Motor Vehicle Accident with no injuries,5.97
2009-03-25 05:51:15 UTC,140,Natural vegetation fire  Other,14.12
2009-03-24 20:00:00 UTC,322,Motor vehicle accident with injuries,1.55
2009-03-23 23:53:24 UTC,311,Medical assist  assist EMS crew,11.6
2009-03-23 23:50:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-03-23 20:43:00 UTC,311,Medical assist  assist EMS crew,8.0
2009-03-23 13:28:29 UTC,141,Forest  woods or wildland fire,4.13
2009-03-22 21:02:48 UTC,311,Medical assist  assist EMS crew,1.27
2009-03-22 19:34:00 UTC,321,EMS call  excluding vehicle accident with injury,1.07
2009-03-21 23:30:00 UTC,700,False alarm or false call  Other,5.0
2009-03-21 17:42:42 UTC,700,False alarm or false call  Other,4.75
2009-03-21 12:14:06 UTC,142,Brush or brush-and-grass mixture fire,1.08
2009-03-21 10:09:30 UTC,324,Motor Vehicle Accident with no injuries,5.95
2009-03-20 12:32:06 UTC,300,Rescue  EMS incident  other,4.3
2009-03-20 03:53:00 UTC,322,Motor vehicle accident with injuries,8.0
2009-03-19 16:44:37 UTC,150,Outside rubbish fire  Other,8.33
2009-03-19 02:32:08 UTC,321,EMS call  excluding vehicle accident with injury,5.97
2009-03-17 18:39:47 UTC,561,Unauthorized burning,6.95
2009-03-16 16:19:00 UTC,142,Brush or brush-and-grass mixture fire,0.4
2009-03-16 14:15:30 UTC,321,EMS call  excluding vehicle accident with injury,4.9
2009-03-15 16:52:22 UTC,322,Motor vehicle accident with injuries,3.3
2009-03-15 12:06:37 UTC,553,Public service,5.6
2009-03-14 22:36:18 UTC,311,Medical assist  assist EMS crew,2.22
2009-03-14 18:05:37 UTC,561,Unauthorized burning,3.5
2009-03-14 13:11:52 UTC,111,Building fire,3.3
2009-03-14 03:15:15 UTC,324,Motor Vehicle Accident with no injuries,3.85
2009-03-13 18:23:00 UTC,321,EMS call  excluding vehicle accident with injury,2.02
2009-03-13 17:39:19 UTC,311,Medical assist  assist EMS crew,3.48
2009-03-13 17:02:00 UTC,324,Motor Vehicle Accident with no injuries,6.45
2009-03-12 18:51:48 UTC,745,Alarm system activation  no fire - unintentional,2.7
2009-03-12 16:03:37 UTC,553,Public service,0.12
2009-03-12 15:52:14 UTC,321,EMS call  excluding vehicle accident with injury,0.82
2009-03-12 15:32:00 UTC,700,False alarm or false call  Other,1.23
2009-03-11 05:13:00 UTC,311,Medical assist  assist EMS crew,6.0
2009-03-10 18:25:30 UTC,550,Public service assistance  Other,2.15
2009-03-10 12:32:00 UTC,311,Medical assist  assist EMS crew,2.0
2009-03-09 18:19:07 UTC,321,EMS call  excluding vehicle accident with injury,5.3
2009-03-09 17:27:23 UTC,151,Outside rubbish  trash or waste fire,9.42
2009-03-09 15:43:14 UTC,322,Motor vehicle accident with injuries,2.57
2009-03-08 22:18:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-03-08 21:07:51 UTC,322,Motor vehicle accident with injuries,5.23
2009-03-08 10:32:38 UTC,300,Rescue  EMS incident  other,2.75
2009-03-07 23:06:00 UTC,322,Motor vehicle accident with injuries,5.6
2009-03-07 03:48:00 UTC,322,Motor vehicle accident with injuries,5.0
2009-03-06 19:04:09 UTC,140,Natural vegetation fire  Other,5.57
2009-03-06 02:05:55 UTC,745,Alarm system activation  no fire - unintentional,4.55
2009-03-05 15:56:54 UTC,150,Outside rubbish fire  Other,1.1
2009-03-05 12:10:00 UTC,141,Forest  woods or wildland fire,0.4
2009-03-04 16:32:42 UTC,100,Fire  Other,2.3
2009-03-04 14:29:26 UTC,142,Brush or brush-and-grass mixture fire,8.72
2009-03-04 12:00:00 UTC,311,Medical assist  assist EMS crew,8.75
2009-03-04 10:45:00 UTC,553,Public service,2.0
2009-03-02 18:38:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-03-01 14:36:00 UTC,322,Motor vehicle accident with injuries,6.4
2009-03-01 02:34:06 UTC,321,EMS call  excluding vehicle accident with injury,1.92
2009-02-28 18:19:53 UTC,311,Medical assist  assist EMS crew,0.15
2009-02-28 15:23:08 UTC,321,EMS call  excluding vehicle accident with injury,1.45
2009-02-28 13:59:43 UTC,143,Grass fire,7.1
2009-02-26 14:32:24 UTC,300,Rescue  EMS incident  other,6.95
2009-02-25 19:17:01 UTC,143,Grass fire,5.9
2009-02-25 15:44:00 UTC,321,EMS call  excluding vehicle accident with injury,4.97
2009-02-25 15:41:53 UTC,321,EMS call  excluding vehicle accident with injury,0.05
2009-02-25 09:40:00 UTC,300,Rescue  EMS incident  other,5.9
2009-02-24 10:55:00 UTC,140,Natural vegetation fire  Other,2.0
2009-02-23 14:35:00 UTC,324,Motor Vehicle Accident with no injuries,4.33
2009-02-23 10:51:00 UTC,651,Smoke scare  odor of smoke,6.55
2009-02-23 09:35:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-02-23 08:00:00 UTC,111,Building fire,8.82
2009-02-23 07:14:00 UTC,311,Medical assist  assist EMS crew,8.0
2009-02-22 04:35:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-02-22 01:53:17 UTC,111,Building fire,4.18
2009-02-21 16:05:23 UTC,322,Motor vehicle accident with injuries,5.2
2009-02-21 07:06:21 UTC,300,Rescue  EMS incident  other,5.58
2009-02-20 16:36:52 UTC,311,Medical assist  assist EMS crew,7.8
2009-02-20 00:40:56 UTC,321,EMS call  excluding vehicle accident with injury,2.47
2009-02-19 23:40:15 UTC,321,EMS call  excluding vehicle accident with injury,4.53
2009-02-18 12:39:55 UTC,381,Rescue or EMS standby,0.4
2009-02-16 18:16:00 UTC,100,Fire  Other,1.82
2009-02-15 14:12:52 UTC,142,Brush or brush-and-grass mixture fire,7.43
2009-02-15 13:15:00 UTC,511,Lock-out,2.0
2009-02-15 03:38:00 UTC,311,Medical assist  assist EMS crew,3.0
2009-02-14 06:09:00 UTC,321,EMS call  excluding vehicle accident with injury,4.78
2009-02-13 21:58:49 UTC,321,EMS call  excluding vehicle accident with injury,5.18
2009-02-13 21:29:33 UTC,311,Medical assist  assist EMS crew,12.38
2009-02-13 21:28:00 UTC,321,EMS call  excluding vehicle accident with injury,15.0
2009-02-13 13:12:30 UTC,321,EMS call  excluding vehicle accident with injury,0.48
2009-02-13 00:57:36 UTC,550,Public service assistance  Other,10.72
2009-02-12 13:38:34 UTC,321,EMS call  excluding vehicle accident with injury,5.43
2009-02-11 16:43:09 UTC,400,Hazardous condition  Other,4.43
2009-02-10 07:39:00 UTC,322,Motor vehicle accident with injuries,4.0
2009-02-09 15:53:26 UTC,413,Oil or other combustible liquid spill,4.77
2009-02-09 15:29:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-02-09 09:50:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-02-08 23:47:47 UTC,321,EMS call  excluding vehicle accident with injury,4.27
2009-02-08 06:25:00 UTC,311,Medical assist  assist EMS crew,5.0
2009-02-07 04:53:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-02-06 20:04:01 UTC,531,Smoke or odor removal,3.47
2009-02-06 19:44:09 UTC,311,Medical assist  assist EMS crew,8.17
2009-02-06 16:39:00 UTC,311,Medical assist  assist EMS crew,6.0
2009-02-06 11:41:46 UTC,321,EMS call  excluding vehicle accident with injury,4.03
2009-02-03 18:12:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-02-03 14:14:44 UTC,111,Building fire,3.85
2009-02-03 09:50:34 UTC,321,EMS call  excluding vehicle accident with injury,7.63
2009-02-02 15:51:42 UTC,311,Medical assist  assist EMS crew,3.33
2009-02-02 14:04:00 UTC,311,Medical assist  assist EMS crew,7.25
2009-02-02 08:33:53 UTC,321,EMS call  excluding vehicle accident with injury,4.85
2009-02-01 11:21:36 UTC,321,EMS call  excluding vehicle accident with injury,7.03
2009-02-01 09:01:19 UTC,440,Electrical  wiring/equipment problem  Other,4.92
2009-02-01 08:36:27 UTC,321,EMS call  excluding vehicle accident with injury,3.07
2009-02-01 03:32:00 UTC,444,Power line down,4.0
2009-01-31 23:02:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-01-31 21:57:23 UTC,444,Power line down,15.12
2009-01-30 17:35:56 UTC,554,Assist invalid,2.52
2009-01-30 11:53:57 UTC,311,Medical assist  assist EMS crew,5.77
2009-01-30 07:36:00 UTC,412,Gas leak (natural gas or LPG),6.9
2009-01-30 07:24:24 UTC,321,EMS call  excluding vehicle accident with injury,5.07
2009-01-29 23:13:00 UTC,1601,Transformer Fire,2.0
2009-01-29 19:29:14 UTC,321,EMS call  excluding vehicle accident with injury,12.98
2009-01-29 13:48:59 UTC,554,Assist invalid,14.28
2009-01-28 23:41:00 UTC,553,Public service,4.0
2009-01-28 18:58:15 UTC,321,EMS call  excluding vehicle accident with injury,2.57
2009-01-28 17:57:01 UTC,114,Chimney or flue fire  confined to chimney or flue,6.25
2009-01-28 16:24:05 UTC,444,Power line down,16.57
2009-01-28 15:40:00 UTC,111,Building fire,11.1
2009-01-28 12:59:59 UTC,131,Passenger vehicle fire,1.93
2009-01-28 09:47:52 UTC,321,EMS call  excluding vehicle accident with injury,5.3
2009-01-28 08:45:14 UTC,440,Electrical  wiring/equipment problem  Other,0.13
2009-01-28 06:56:49 UTC,800,Severe weather or natural disaster  Other,22.18
2009-01-28 06:30:16 UTC,444,Power line down,2.28
2009-01-28 05:11:00 UTC,445,Arcing  shorted electrical equipment,15.0
2009-01-28 05:09:00 UTC,444,Power line down,21.0
2009-01-28 05:06:00 UTC,800,Severe weather or natural disaster  Other,9.0
2009-01-27 23:12:13 UTC,1601,Transformer Fire,6.37
2009-01-27 20:57:51 UTC,1601,Transformer Fire,10.43
2009-01-27 15:12:00 UTC,322,Motor vehicle accident with injuries,6.42
2009-01-26 23:02:00 UTC,311,Medical assist  assist EMS crew,4.87
2009-01-26 18:24:08 UTC,143,Grass fire,0.4
2009-01-26 18:00:00 UTC,321,EMS call  excluding vehicle accident with injury,5.62
2009-01-26 15:42:00 UTC,321,EMS call  excluding vehicle accident with injury,3.87
2009-01-25 17:29:00 UTC,311,Medical assist  assist EMS crew,2.0
2009-01-24 07:01:00 UTC,111,Building fire,8.05
2009-01-23 17:20:46 UTC,463,Vehicle accident  general cleanup,8.27
2009-01-23 12:48:00 UTC,321,EMS call  excluding vehicle accident with injury,3.88
2009-01-22 16:55:13 UTC,143,Grass fire,2.0
2009-01-22 15:12:00 UTC,322,Motor vehicle accident with injuries,2.0
2009-01-22 10:40:00 UTC,551,Assist police or other governmental agency,0.4
2009-01-21 18:58:55 UTC,311,Medical assist  assist EMS crew,3.93
2009-01-21 07:39:16 UTC,322,Motor vehicle accident with injuries,6.5
2009-01-21 03:40:00 UTC,352,Extrication of victim(s) from vehicle,5.53
2009-01-20 16:25:15 UTC,511,Lock-out,1.75
2009-01-18 20:53:45 UTC,321,EMS call  excluding vehicle accident with injury,2.67
2009-01-16 08:34:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-01-16 08:31:41 UTC,100,Fire  Other,4.43
2009-01-15 19:37:03 UTC,651,Smoke scare  odor of smoke,4.45
2009-01-14 17:37:40 UTC,324,Motor Vehicle Accident with no injuries,3.72
2009-01-14 06:57:00 UTC,324,Motor Vehicle Accident with no injuries,4.42
2009-01-13 17:03:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-01-13 05:30:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2009-01-11 12:45:00 UTC,321,EMS call  excluding vehicle accident with injury,3.45
2009-01-08 19:20:11 UTC,531,Smoke or odor removal,0.78
2009-01-08 13:15:00 UTC,321,EMS call  excluding vehicle accident with injury,3.52
2009-01-06 20:08:17 UTC,324,Motor Vehicle Accident with no injuries,1.73
